       	ADAM33 	ADRB2  	ALOX5  	AREG   	ARG1   	BCL6   	CCL11  	CCL17  	CCL2   	CCL22  	CCL24  	CCL26  	CCL5   	CCL8   	CCR3   	CCR4   	CCR8   	CD40LG 	CHI3L1 	CHIA   	CLC    	CLCA1  	CMA1   	CPA3   	CRLF2  	CSF2   	CSF3R  	CYSLTR1	EPX    	FCER1A 	FOXP3  	GATA3  	GPR44  	ICOS   	IFNG   	IFNGR2 	IL10   	IL12A  	IL12B  	IL13   	IL13RA1	IL13RA2	IL17A  	IL17RB 	IL18   	IL1RL1 	IL21   	IL25   	IL2RA  	IL3    	IL31   	IL33   	IL3RA  	IL4    	IL4R   	IL5    	IL5RA  	IL9    	KIT    	KITLG  	LTB4R  	MAF    	MMP9   	MRC1   	MS4A2  	PDCD1  	PMCH   	POSTN  	PPARG  	PRG2   	RETNLB 	RNASE2 	RNASE3 	RORC   	SATB1  	SIGLEC8	STAT5A 	STAT6  	TBX21  	TGFB1  	TNFRSF4	TNFSF4 	TPSAB1 	TSLP   
MAF    	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011919	0.011926	0.011925	0.011915	0.011926	0.011897	0.011926	0.011926	0.011923	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011903	0.011926	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011929	0.011926	0.011903	0.011926	0.011923	0.011925	0.011926	0.011926	0.010252	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011925	0.011926
MMP9   	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011919	0.011926	0.011925	0.011916	0.011926	0.011897	0.011926	0.011926	0.011923	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011903	0.011926	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011929	0.011926	0.011904	0.011926	0.011924	0.011925	0.011926	0.011926	0.010252	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011925	0.011926
MRC1   	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011919	0.011926	0.011925	0.011914	0.011926	0.011897	0.011926	0.011926	0.011923	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011903	0.011926	0.011926	0.011926	0.011924	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011929	0.011926	0.011902	0.011926	0.011923	0.011925	0.011926	0.011926	0.010257	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011925	0.011926
MS4A2  	0.011926	0.011926	0.011926	0.011927	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011919	0.011926	0.011925	0.011916	0.011927	0.011897	0.011926	0.011926	0.011923	0.011927	0.011926	0.011926	0.011926	0.011926	0.011926	0.011927	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011927	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011927	0.011926	0.011926	0.011926	0.011926	0.011903	0.011926	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011926	0.011927	0.011926	0.011929	0.011926	0.011904	0.011927	0.011924	0.011925	0.011926	0.011926	0.010225	0.011926	0.011926	0.011926	0.011926	0.011927	0.011926	0.011925	0.011926
PDCD1  	0.011927	0.011927	0.011926	0.011927	0.011926	0.011927	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011927	0.011926	0.011926	0.011926	0.011926	0.011927	0.011926	0.011919	0.011927	0.011925	0.011915	0.011927	0.011897	0.011926	0.011927	0.011923	0.011927	0.011926	0.011926	0.011927	0.011926	0.011926	0.011927	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011927	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011927	0.011926	0.011926	0.011926	0.011926	0.011903	0.011926	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011927	0.011927	0.011926	0.01193	0.011926	0.011903	0.011927	0.011924	0.011925	0.011926	0.011926	0.01022	0.011926	0.011926	0.011926	0.011926	0.011927	0.011926	0.011925	0.011926  
PMCH   	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011923	0.011926	0.011926	0.011925	0.011926	0.011897	0.011926	0.011926	0.011925	0.011927	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011927	0.011926	0.011926	0.011926	0.011926	0.011903	0.011926	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.01193	0.011926	0.011914	0.011926	0.011925	0.011926	0.011926	0.011926	0.010212	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926 
POSTN  	0.011929	0.011929	0.011929	0.01193	0.011929	0.011929	0.011929	0.011929	0.011929	0.011929	0.011929	0.011929	0.011929	0.011929	0.011929	0.011929	0.011929	0.011929	0.011929	0.011929	0.011934	0.01193	0.011929	0.011939	0.011929	0.011895	0.011929	0.011929	0.011929	0.01193	0.011929	0.011929	0.011929	0.011929	0.011929	0.011929	0.011929	0.011929	0.011929	0.011929	0.011929	0.011929	0.011929	0.011929	0.011929	0.011929	0.011929	0.011929	0.011929	0.011929	0.01193	0.011929	0.011929	0.011929	0.011929	0.011902	0.011929	0.011929	0.011929	0.011929	0.011929	0.011929	0.011929	0.011929	0.011929	0.01193	0.01193	0.011943	0.011929	0.011932	0.011929	0.01193	0.011929	0.011929	0.011929	0.009911	0.011929	0.011929	0.011929	0.011929	0.011929	0.011929	0.011931	0.011929       
PPARG  	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011919	0.011926	0.011925	0.011915	0.011926	0.011897	0.011926	0.011926	0.011923	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011903	0.011926	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011929	0.011926	0.011903	0.011926	0.011923	0.011925	0.011926	0.011926	0.010257	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011925	0.011926
PRG2   	0.011904	0.011905	0.011903	0.011903	0.011903	0.011904	0.011906	0.011906	0.011904	0.011907	0.011904	0.011909	0.011906	0.011903	0.011906	0.011903	0.011903	0.011903	0.011903	0.011903	0.012101	0.011907	0.011927	0.012344	0.011903	0.011897	0.011907	0.011904	0.01198	0.011907	0.011904	0.011917	0.011903	0.011903	0.011906	0.011903	0.011905	0.011903	0.011905	0.011907	0.011904	0.011903	0.011903	0.011903	0.011903	0.011904	0.011903	0.011903	0.011905	0.011906	0.011904	0.011905	0.011904	0.011907	0.011907	0.011897	0.011907	0.011905	0.011904	0.011938	0.011905	0.011903	0.011904	0.011902	0.011904	0.011903	0.011914	0.011932	0.011903	0.012589	0.011903	0.011971	0.011929	0.011903	0.011903	0.010304	0.011904	0.011904	0.011905	0.011905	0.011903	0.011903	0.011966	0.011903 
RETNLB 	0.011927	0.011926	0.011926	0.011927	0.011926	0.011927	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011927	0.011926	0.011926	0.011926	0.011926	0.011927	0.011926	0.011919	0.011926	0.011925	0.011915	0.011927	0.011897	0.011926	0.011927	0.011923	0.011927	0.011926	0.011926	0.011927	0.011926	0.011926	0.011927	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011927	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011927	0.011926	0.011926	0.011926	0.011926	0.011903	0.011926	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011927	0.011927	0.011926	0.011929	0.011926	0.011903	0.011927	0.011924	0.011925	0.011926	0.011926	0.010224	0.011926	0.011926	0.011926	0.011926	0.011927	0.011926	0.011925	0.011926
RNASE2 	0.011924	0.011924	0.011923	0.011924	0.011923	0.011924	0.011924	0.011924	0.011924	0.011924	0.011924	0.011924	0.011924	0.011924	0.011924	0.011923	0.011923	0.011923	0.011924	0.011923	0.011939	0.011924	0.011926	0.011966	0.011924	0.011897	0.011924	0.011924	0.011929	0.011924	0.011923	0.011924	0.011924	0.011923	0.011924	0.011924	0.011924	0.011923	0.011924	0.011924	0.011923	0.011923	0.011923	0.011924	0.011923	0.011924	0.011923	0.011923	0.011924	0.011924	0.011924	0.011924	0.011923	0.011924	0.011924	0.011902	0.011924	0.011924	0.011923	0.011926	0.011924	0.011923	0.011924	0.011923	0.011924	0.011924	0.011925	0.01193	0.011923	0.011971	0.011924	0.011929	0.011926	0.011923	0.011923	0.010246	0.011923	0.011923	0.011924	0.011924	0.011924	0.011923	0.01193	0.011923  
RNASE3 	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011927	0.011925	0.011925	0.011937	0.011925	0.011897	0.011925	0.011925	0.011926	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011903	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011929	0.011925	0.011929	0.011925	0.011926	0.011925	0.011925	0.011925	0.01025	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011927	0.011925 
RORC   	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011919	0.011926	0.011925	0.011915	0.011926	0.011897	0.011926	0.011926	0.011923	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011903	0.011926	0.011926	0.011926	0.011924	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011929	0.011926	0.011903	0.011926	0.011923	0.011925	0.011926	0.011926	0.010257	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011925	0.011926
SATB1  	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011919	0.011926	0.011925	0.011915	0.011926	0.011897	0.011926	0.011926	0.011923	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011903	0.011926	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011929	0.011926	0.011903	0.011926	0.011923	0.011925	0.011926	0.011926	0.010253	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011925	0.011926
SIGLEC8	0.010225	0.010225	0.010257	0.010219	0.010257	0.010225	0.010257	0.010255	0.010257	0.010255	0.010257	0.010223	0.010256	0.010225	0.010257	0.010257	0.010257	0.010257	0.010225	0.010257	0.010241	0.010219	0.010252	0.0097676	0.010224	0.012535	0.010231	0.010225	0.010259	0.010201	0.010257	0.01026	0.010225	0.010252	0.01025	0.010224	0.010256	0.010257	0.010255	0.010251	0.010257	0.010257	0.010257	0.010224	0.010257	0.010257	0.010257	0.010257	0.010256	0.010256	0.0102	0.010257	0.010257	0.010255	0.010256	0.012049	0.010259	0.010256	0.010257	0.010257	0.010263	0.010252	0.010252	0.010257	0.010225	0.01022	0.010212	0.009911	0.010257	0.010304	0.010224	0.010246	0.01025	0.010257	0.010253	0.14634	0.010257	0.010257	0.010255	0.010252	0.010224	0.010257	0.010141	0.010257      
STAT5A 	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011919	0.011926	0.011925	0.011916	0.011926	0.011897	0.011926	0.011926	0.011923	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011903	0.011926	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011929	0.011926	0.011904	0.011926	0.011923	0.011925	0.011926	0.011926	0.010257	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011925	0.011926
STAT6  	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011919	0.011926	0.011925	0.011916	0.011926	0.011897	0.011926	0.011926	0.011923	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011903	0.011926	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011929	0.011926	0.011904	0.011926	0.011923	0.011925	0.011926	0.011926	0.010257	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011925	0.011926
TBX21  	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.01192	0.011926	0.011925	0.011917	0.011926	0.011897	0.011926	0.011926	0.011923	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011903	0.011925	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011929	0.011926	0.011905	0.011926	0.011924	0.011925	0.011926	0.011926	0.010255	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011925	0.011926 
TGFB1  	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.01192	0.011926	0.011925	0.011916	0.011926	0.011897	0.011926	0.011926	0.011923	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011903	0.011926	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011929	0.011926	0.011905	0.011926	0.011924	0.011925	0.011926	0.011926	0.010252	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011925	0.011926 
TNFRSF4	0.011927	0.011926	0.011926	0.011927	0.011926	0.011927	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011927	0.011926	0.011926	0.011926	0.011926	0.011927	0.011926	0.011919	0.011926	0.011925	0.011915	0.011927	0.011897	0.011926	0.011927	0.011923	0.011927	0.011926	0.011926	0.011927	0.011926	0.011926	0.011927	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011927	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011927	0.011926	0.011926	0.011926	0.011926	0.011903	0.011926	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011927	0.011927	0.011926	0.011929	0.011926	0.011903	0.011927	0.011924	0.011925	0.011926	0.011926	0.010224	0.011926	0.011926	0.011926	0.011926	0.011927	0.011926	0.011925	0.011926
TNFSF4 	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011919	0.011926	0.011925	0.011915	0.011926	0.011897	0.011926	0.011926	0.011923	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011903	0.011926	0.011926	0.011926	0.011924	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011929	0.011926	0.011903	0.011926	0.011923	0.011925	0.011926	0.011926	0.010257	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011925	0.011926
TPSAB1 	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.01194	0.011925	0.011927	0.011975	0.011925	0.011896	0.011925	0.011925	0.011931	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011902	0.011925	0.011925	0.011925	0.011927	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011931	0.011925	0.011966	0.011925	0.01193	0.011927	0.011925	0.011925	0.010141	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011933	0.011925  
TSLP   	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011919	0.011926	0.011925	0.011915	0.011926	0.011897	0.011926	0.011926	0.011923	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011903	0.011926	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011929	0.011926	0.011903	0.011926	0.011923	0.011925	0.011926	0.011926	0.010257	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011925	0.011926
